donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
U29181,2020-09-20 18:24:00,2020-05-24 13:01:00,2,40000,1563,1,4,2,2.3,Kategori Lain
U29183,2020-08-07 08:04:00,2020-05-24 16:12:00,2,40000,1607,1,4,2,2.3,Kategori Lain
U29184,2020-05-24 16:27:00,2020-05-24 16:27:00,1,10000,1682,1,3,1,1.7,Hilang
U29185,2020-07-15 16:46:00,2020-07-15 16:46:00,1,100000,1630,1,3,3,2.2,Tidur
U29187,2021-11-25 04:26:00,2021-11-25 04:26:00,1,100000,1132,2,3,3,2.6,Tidur
U29188,2020-05-24 20:37:00,2020-05-24 20:37:00,1,100000,1682,1,3,3,2.2,Tidur
U29189,2020-09-12 12:15:00,2020-05-24 21:35:00,3,170000,1571,1,5,4,3.15,Tidur
U29191,2020-05-24 22:44:00,2020-05-24 22:44:00,1,20000,1682,1,3,1,1.7,Hilang
U29192,2020-09-21 22:03:00,2020-05-24 22:48:00,2,75000,1562,1,4,3,2.55,Kategori Lain
U29193,2020-05-24 22:54:00,2020-05-24 22:54:00,1,100000,1682,1,3,3,2.2,Tidur
U29195,2020-05-24 22:58:00,2020-05-24 22:58:00,1,250000,1682,1,3,4,2.45,Tidur
U29196,2020-05-24 23:02:00,2020-05-24 23:02:00,1,100000,1682,1,3,3,2.2,Tidur
U29197,2020-05-24 23:02:00,2020-05-24 23:02:00,1,20000,1682,1,3,1,1.7,Hilang
U29198,2020-05-24 23:10:00,2020-05-24 23:10:00,1,10000,1682,1,3,1,1.7,Hilang
U29200,2020-09-26 06:20:00,2020-05-24 23:11:00,2,20000,1557,1,4,1,2.05,Kategori Lain
U29201,2020-05-24 23:18:00,2020-05-24 23:18:00,1,30000,1682,1,3,2,1.95,Hilang
U29203,2021-11-13 09:45:00,2020-05-24 23:31:00,2,40353,1144,2,4,2,2.7,Kategori Lain
U29204,2020-05-24 23:37:00,2020-05-24 23:37:00,1,100000,1682,1,3,3,2.2,Tidur
U29205,2020-05-24 23:33:00,2020-05-24 23:33:00,1,200000,1682,1,3,4,2.45,Tidur
U29206,2020-05-24 23:36:00,2020-05-24 23:36:00,1,100000,1682,1,3,3,2.2,Tidur
U29207,2020-05-24 23:40:00,2020-05-24 23:40:00,1,100000,1682,1,3,3,2.2,Tidur
U29210,2020-05-24 23:54:00,2020-05-24 23:54:00,1,10000,1682,1,3,1,1.7,Hilang
U29211,2020-05-25 00:08:00,2020-05-25 00:08:00,1,50000,1681,1,3,2,1.95,Hilang
U29212,2020-06-08 12:46:00,2020-05-25 00:08:00,2,100000,1667,1,4,3,2.55,Tidur
U29214,2020-05-25 00:15:00,2020-05-25 00:15:00,1,100000,1681,1,3,3,2.2,Tidur
U29216,2020-05-25 03:03:00,2020-05-25 03:03:00,1,101000,1681,1,3,4,2.45,Tidur
U29217,2020-05-25 04:00:00,2020-05-25 04:00:00,1,10000,1681,1,3,1,1.7,Hilang
U29218,2020-05-25 04:52:00,2020-05-25 04:52:00,1,10000,1681,1,3,1,1.7,Hilang
U29220,2023-08-03 05:42:00,2020-05-25 05:04:00,3,32000,516,4,5,2,3.85,Kategori Lain
U29224,2020-05-25 06:43:00,2020-05-25 06:43:00,1,50000,1681,1,3,2,1.95,Hilang
U29225,2020-05-25 06:56:00,2020-05-25 06:56:00,1,30000,1681,1,3,2,1.95,Hilang
U29226,2023-08-26 05:09:00,2021-01-22 05:40:00,20,510021,493,4,5,5,4.6,Tidur
U29227,2020-05-25 08:51:00,2020-05-25 08:51:00,1,10000,1681,1,3,1,1.7,Hilang
U29229,2020-05-25 11:17:00,2020-05-25 11:17:00,1,20000,1681,1,3,1,1.7,Hilang
U29230,2020-06-05 21:35:00,2020-05-25 11:21:00,2,200000,1670,1,4,4,2.8,Tidur
U29232,2020-05-25 12:33:00,2020-05-25 12:33:00,1,100000,1681,1,3,3,2.2,Tidur
U29234,2020-05-25 12:48:00,2020-05-25 12:48:00,1,8000,1681,1,3,1,1.7,Hilang
U29235,2020-10-28 09:09:00,2020-05-25 13:26:00,4,50000,1525,1,5,2,2.65,Kategori Lain
U29236,2020-05-25 13:27:00,2020-05-25 13:27:00,1,25000,1681,1,3,2,1.95,Hilang
U29237,2020-05-25 13:33:00,2020-05-25 13:33:00,1,20000,1681,1,3,1,1.7,Hilang
U29238,2020-10-01 22:59:00,2020-10-01 22:59:00,1,2000,1552,1,3,1,1.7,Hilang
U29240,2020-05-25 14:40:00,2020-05-25 14:40:00,1,100000,1681,1,3,3,2.2,Tidur
U29241,2020-11-08 16:15:00,2020-05-25 14:54:00,5,70000,1514,2,5,3,3.3,Kategori Lain
U29242,2020-05-25 15:37:00,2020-05-25 15:37:00,1,20000,1681,1,3,1,1.7,Hilang
U29243,2021-01-06 13:28:00,2021-01-06 13:28:00,1,100000,1455,2,3,3,2.6,Tidur
U29244,2020-05-25 15:59:00,2020-05-25 15:59:00,1,10000,1681,1,3,1,1.7,Hilang
U29246,2020-05-25 16:26:00,2020-05-25 16:26:00,1,100000,1681,1,3,3,2.2,Tidur
U29247,2020-05-25 16:37:00,2020-05-25 16:37:00,1,50000,1681,1,3,2,1.95,Hilang
U29248,2020-05-25 19:51:00,2020-05-25 19:51:00,1,420000,1681,1,3,5,2.7,Tidur
U29249,2020-05-25 17:22:00,2020-05-25 17:22:00,1,10000,1681,1,3,1,1.7,Hilang
U29250,2022-01-12 07:55:00,2020-06-14 07:31:00,2,30000,1084,2,4,2,2.7,Kategori Lain
U29256,2021-11-10 11:59:00,2020-05-25 19:38:00,2,100000,1147,2,4,3,2.95,Tidur
U29257,2020-05-25 19:52:00,2020-05-25 19:52:00,1,5000,1681,1,3,1,1.7,Hilang
U29258,2020-05-25 20:23:00,2020-05-25 20:23:00,1,50000,1681,1,3,2,1.95,Hilang
U29259,2020-05-25 20:30:00,2020-05-25 20:30:00,1,20000,1681,1,3,1,1.7,Hilang
U29260,2020-11-08 15:41:00,2020-05-25 20:58:00,2,100000,1514,2,4,3,2.95,Tidur
U29261,2020-05-25 21:02:00,2020-05-25 21:02:00,1,20000,1681,1,3,1,1.7,Hilang
U29262,2020-05-25 21:14:00,2020-05-25 21:14:00,1,200000,1681,1,3,4,2.45,Tidur
U29264,2020-05-25 21:29:00,2020-05-25 21:29:00,1,10000,1681,1,3,1,1.7,Hilang
U29265,2020-05-25 21:33:00,2020-05-25 21:33:00,1,40000,1681,1,3,2,1.95,Hilang
U29267,2020-05-25 22:56:00,2020-05-25 22:56:00,1,10000,1681,1,3,1,1.7,Hilang
U29268,2020-05-26 10:55:00,2020-05-26 10:55:00,1,100000,1680,1,3,3,2.2,Tidur
U29269,2020-06-09 18:23:00,2020-05-25 23:11:00,2,30000,1666,1,4,2,2.3,Kategori Lain
U29270,2020-05-26 00:32:00,2020-05-26 00:32:00,1,20000,1680,1,3,1,1.7,Hilang
U29272,2020-05-26 01:55:00,2020-05-26 01:55:00,1,10000,1680,1,3,1,1.7,Hilang
U29274,2021-09-30 04:35:00,2020-05-26 03:42:00,15,250000,1188,2,5,4,3.55,Tidur
U29276,2022-09-02 08:14:00,2020-05-26 03:52:00,3,170000,851,3,5,4,3.95,Tidur
U29277,2021-08-29 05:14:00,2020-07-19 05:39:00,26,3050000,1220,2,5,5,3.8,Tidur
U29278,2020-05-26 06:08:00,2020-05-26 06:08:00,1,15000,1680,1,3,1,1.7,Hilang
U29279,2020-05-26 06:34:00,2020-05-26 06:34:00,1,20000,1680,1,3,1,1.7,Hilang
U29281,2020-05-26 07:18:00,2020-05-26 07:18:00,1,3000,1680,1,3,1,1.7,Hilang
U29284,2022-07-22 10:41:00,2020-05-26 11:11:00,3,300000,893,3,5,5,4.2,Tidur
U29285,2020-05-26 11:18:00,2020-05-26 11:18:00,1,20000,1680,1,3,1,1.7,Hilang
U29288,2020-05-26 12:18:00,2020-05-26 12:18:00,1,200000,1680,1,3,4,2.45,Tidur
U29292,2020-05-26 14:29:00,2020-05-26 14:29:00,1,20000,1680,1,3,1,1.7,Hilang
U29295,2020-05-26 15:51:00,2020-05-26 15:51:00,1,50000,1680,1,3,2,1.95,Hilang
U29298,2020-05-26 17:06:00,2020-05-26 17:06:00,1,20000,1680,1,3,1,1.7,Hilang
U29299,2020-05-26 17:44:00,2020-05-26 17:44:00,1,10000,1680,1,3,1,1.7,Hilang
U29302,2020-05-26 18:39:00,2020-05-26 18:39:00,1,100000,1680,1,3,3,2.2,Tidur
U29303,2020-06-16 09:43:00,2020-05-26 18:49:00,2,70000,1659,1,4,3,2.55,Kategori Lain
U29304,2020-05-26 18:57:00,2020-05-26 18:57:00,1,100000,1680,1,3,3,2.2,Tidur
U29305,2020-05-26 18:58:00,2020-05-26 18:58:00,1,20000,1680,1,3,1,1.7,Hilang
U29306,2020-05-26 19:04:00,2020-05-26 19:04:00,1,20000,1680,1,3,1,1.7,Hilang
U29308,2021-01-29 17:00:00,2021-01-29 17:00:00,1,2000,1432,2,3,1,2.1,Hilang
U29309,2020-05-26 19:39:00,2020-05-26 19:39:00,1,4000,1680,1,3,1,1.7,Hilang
U29311,2020-05-26 20:39:00,2020-05-26 20:39:00,1,10000,1680,1,3,1,1.7,Hilang
U29313,2020-05-26 21:31:00,2020-05-26 21:31:00,1,10000,1680,1,3,1,1.7,Hilang
U29315,2020-05-26 21:37:00,2020-05-26 21:37:00,1,10000,1680,1,3,1,1.7,Hilang
U29316,2020-05-26 22:55:00,2020-05-26 22:55:00,1,20000,1680,1,3,1,1.7,Hilang
U29322,2020-05-27 00:47:00,2020-05-27 00:47:00,1,100000,1679,1,3,3,2.2,Tidur
U29323,2024-05-03 10:49:00,2020-05-27 00:53:00,5,325010,242,5,5,5,5.0,Tidur
U29325,2020-05-27 01:17:00,2020-05-27 01:17:00,1,10000,1679,1,3,1,1.7,Hilang
U29326,2020-05-27 01:59:00,2020-05-27 01:59:00,1,10000,1679,1,3,1,1.7,Hilang
U29327,2020-05-27 02:15:00,2020-05-27 02:15:00,1,50000,1679,1,3,2,1.95,Hilang
U29328,2020-05-27 02:55:00,2020-05-27 02:55:00,1,50000,1679,1,3,2,1.95,Hilang
U29330,2020-05-27 06:40:00,2020-05-27 06:40:00,1,20000,1679,1,3,1,1.7,Hilang
U29331,2020-05-27 07:19:00,2020-05-27 07:19:00,1,10000,1679,1,3,1,1.7,Hilang
U29332,2021-03-02 05:38:00,2020-05-27 08:31:00,10,790000,1400,2,5,5,3.8,Tidur
U29334,2020-05-27 08:48:00,2020-05-27 08:48:00,1,50000,1679,1,3,2,1.95,Hilang
U29335,2020-07-31 04:12:00,2020-05-27 08:50:00,2,400000,1614,1,4,5,3.05,Tidur
U29336,2021-12-30 06:07:00,2020-05-27 09:42:00,7,940000,1097,2,5,5,3.8,Tidur
U29337,2021-07-23 15:03:00,2021-07-23 15:03:00,1,250912,1257,2,3,5,3.1,Tidur
U29339,2020-05-27 11:38:00,2020-05-27 11:38:00,1,30000,1679,1,3,2,1.95,Hilang
U29340,2020-05-27 12:49:00,2020-05-27 12:49:00,1,50000,1679,1,3,2,1.95,Hilang
U29341,2020-05-27 13:46:00,2020-05-27 13:46:00,1,50000,1679,1,3,2,1.95,Hilang
U29343,2020-05-27 13:52:00,2020-05-27 13:52:00,1,30000,1679,1,3,2,1.95,Hilang
U29345,2020-05-27 14:24:00,2020-05-27 14:24:00,1,15000,1679,1,3,1,1.7,Hilang
U29347,2020-05-27 14:56:00,2020-05-27 14:56:00,1,50000,1679,1,3,2,1.95,Hilang
U29348,2020-05-27 15:03:00,2020-05-27 15:03:00,1,50000,1679,1,3,2,1.95,Hilang
U29350,2020-05-27 16:06:00,2020-05-27 16:06:00,1,50000,1679,1,3,2,1.95,Hilang
U29351,2020-05-27 16:31:00,2020-05-27 16:31:00,1,20000,1679,1,3,1,1.7,Hilang
U29353,2020-05-27 17:04:00,2020-05-27 17:04:00,1,20000,1679,1,3,1,1.7,Hilang
U29354,2023-09-06 10:36:00,2020-06-19 15:25:00,24,900001,482,4,5,5,4.6,Tidur
U29355,2020-05-27 17:42:00,2020-05-27 17:42:00,1,50000,1679,1,3,2,1.95,Hilang
U29359,2020-05-27 19:55:00,2020-05-27 19:55:00,1,100000,1679,1,3,3,2.2,Tidur
U29363,2020-05-27 21:10:00,2020-05-27 21:10:00,1,50000,1679,1,3,2,1.95,Hilang
U29364,2020-05-27 21:24:00,2020-05-27 21:24:00,1,20000,1679,1,3,1,1.7,Hilang
U29365,2020-09-17 13:01:00,2020-06-06 12:10:00,3,120000,1566,1,5,4,3.15,Tidur
U29367,2020-06-13 06:30:00,2020-05-27 22:35:00,2,95000,1662,1,4,3,2.55,Kategori Lain
U29369,2020-05-27 23:18:00,2020-05-27 23:18:00,1,50000,1679,1,3,2,1.95,Hilang
U29370,2020-05-28 00:02:00,2020-05-28 00:02:00,1,30000,1678,1,3,2,1.95,Hilang
U29371,2020-05-28 00:26:00,2020-05-28 00:26:00,1,50000,1678,1,3,2,1.95,Hilang
U29372,2020-09-27 14:16:00,2020-05-28 00:50:00,2,20000,1556,1,4,1,2.05,Kategori Lain
U29375,2024-07-07 05:34:00,2020-05-28 05:19:00,2,20000,177,5,4,1,3.65,Kategori Lain
U29376,2020-05-28 08:04:00,2020-05-28 08:04:00,1,200000,1678,1,3,4,2.45,Tidur
U29377,2020-05-29 19:02:00,2020-05-28 09:56:00,2,20000,1677,1,4,1,2.05,Kategori Lain
U29380,2020-05-28 12:10:00,2020-05-28 12:10:00,1,250000,1678,1,3,4,2.45,Tidur
U29381,2020-05-28 15:48:00,2020-05-28 15:48:00,1,150000,1678,1,3,4,2.45,Tidur
U29383,2020-07-24 17:02:00,2020-07-24 17:02:00,1,50000,1621,1,3,2,1.95,Hilang
U29386,2020-09-07 17:24:00,2020-05-28 20:36:00,3,120000,1576,1,5,4,3.15,Tidur
U29387,2024-07-05 05:02:00,2024-06-28 06:10:00,2,70000,179,5,4,3,4.15,Kategori Lain
U29389,2021-01-24 14:40:00,2021-01-24 14:40:00,1,200000,1437,2,3,4,2.85,Tidur
U29390,2022-04-12 11:34:00,2020-05-29 08:52:00,2,110000,994,3,4,4,3.6,Tidur
U29391,2020-05-29 09:27:00,2020-05-29 09:27:00,1,50000,1677,1,3,2,1.95,Hilang
U29393,2020-05-29 09:56:00,2020-05-29 09:56:00,1,50000,1677,1,3,2,1.95,Hilang
U29394,2020-05-29 10:17:00,2020-05-29 10:17:00,1,50000,1677,1,3,2,1.95,Hilang
U29397,2021-01-22 10:02:00,2020-06-26 06:21:00,2,250636,1439,2,4,5,3.45,Tidur
U29399,2020-06-08 10:55:00,2020-06-08 10:55:00,1,50000,1667,1,3,2,1.95,Hilang
U29400,2024-04-12 14:44:00,2023-12-19 16:42:00,4,385000,263,5,5,5,5.0,Tidur
U29402,2020-05-29 14:54:00,2020-05-29 14:54:00,1,342000,1677,1,3,5,2.7,Tidur
U29404,2020-05-29 17:46:00,2020-05-29 17:46:00,1,50000,1677,1,3,2,1.95,Hilang
U29405,2022-04-29 13:52:00,2020-05-29 18:14:00,10,930000,977,3,5,5,4.2,Tidur
U29410,2020-05-29 21:17:00,2020-05-29 21:17:00,1,100000,1677,1,3,3,2.2,Tidur
U29412,2020-05-30 02:07:00,2020-05-30 02:07:00,1,100000,1676,1,3,3,2.2,Tidur
U29413,2020-05-30 05:34:00,2020-05-30 05:34:00,1,100009,1676,1,3,4,2.45,Tidur
U29414,2021-01-28 12:07:00,2021-01-28 12:07:00,1,10000,1433,2,3,1,2.1,Hilang
U29415,2023-04-02 02:43:00,2021-04-08 01:15:00,7,210000,639,4,5,4,4.35,Tidur
U29416,2020-09-23 22:03:00,2020-09-23 22:03:00,1,100000,1560,1,3,3,2.2,Tidur
U29419,2020-05-30 16:35:00,2020-05-30 16:35:00,1,50000,1676,1,3,2,1.95,Hilang
U29421,2020-05-30 16:35:00,2020-05-30 16:35:00,1,50000,1676,1,3,2,1.95,Hilang
U29422,2024-05-17 11:45:00,2020-05-30 17:17:00,5,260000,228,5,5,5,5.0,Tidur
U29424,2020-05-30 17:27:00,2020-05-30 17:27:00,1,100000,1676,1,3,3,2.2,Tidur
U29425,2020-06-29 18:24:00,2020-05-30 17:50:00,2,120000,1646,1,4,4,2.8,Tidur
U29426,2023-09-01 10:06:00,2020-06-05 11:17:00,19,1350000,487,4,5,5,4.6,Tidur
U29427,2020-05-30 17:52:00,2020-05-30 17:52:00,1,20000,1676,1,3,1,1.7,Hilang
U29429,2020-05-30 18:25:00,2020-05-30 18:25:00,1,50000,1676,1,3,2,1.95,Hilang
U29432,2020-05-30 19:24:00,2020-05-30 19:24:00,1,10000,1676,1,3,1,1.7,Hilang
U29433,2023-07-21 13:52:00,2020-05-30 20:24:00,2,70000,529,4,4,3,3.75,Kategori Lain
U29434,2022-10-07 19:33:00,2020-05-30 20:54:00,4,450000,816,3,5,5,4.2,Tidur
U29439,2020-05-30 22:02:00,2020-05-30 22:02:00,1,300000,1676,1,3,5,2.7,Tidur
U29440,2021-01-06 09:48:00,2021-01-06 09:48:00,1,130662,1455,2,3,4,2.85,Tidur
U29441,2021-07-09 14:25:00,2020-05-30 23:48:00,2,220000,1271,2,4,4,3.2,Tidur
U29442,2020-05-31 00:11:00,2020-05-31 00:11:00,1,200000,1675,1,3,4,2.45,Tidur
U29444,2020-10-04 15:30:00,2020-05-31 01:49:00,5,50000,1549,1,5,2,2.65,Kategori Lain
U29445,2020-09-30 14:53:00,2020-09-30 14:53:00,1,50000,1553,1,3,2,1.95,Hilang
U29446,2020-06-09 15:12:00,2020-06-09 15:12:00,1,10000,1666,1,3,1,1.7,Hilang
U29447,2021-04-27 13:13:00,2020-05-31 04:42:00,2,200000,1344,2,4,4,3.2,Tidur
U29450,2020-05-31 05:20:00,2020-05-31 05:20:00,1,10000,1675,1,3,1,1.7,Hilang
U29451,2021-11-19 15:04:00,2021-01-22 10:41:00,2,70000,1138,2,4,3,2.95,Kategori Lain
U29452,2020-10-23 09:40:00,2020-10-21 06:14:00,2,150000,1530,1,4,4,2.8,Tidur
U29453,2021-11-19 19:12:00,2020-05-31 05:50:00,7,640000,1138,2,5,5,3.8,Tidur
U29454,2020-11-08 15:53:00,2020-08-14 20:58:00,3,250000,1514,2,5,4,3.55,Tidur
U29455,2021-09-04 05:39:00,2020-06-04 07:02:00,8,500000,1214,2,5,5,3.8,Tidur
U29456,2020-08-06 20:05:00,2020-05-31 06:29:00,3,250000,1608,1,5,4,3.15,Tidur
U29457,2020-05-31 07:16:00,2020-05-31 07:16:00,1,100000,1675,1,3,3,2.2,Tidur
U29465,2020-05-31 15:35:00,2020-05-31 15:35:00,1,100000,1675,1,3,3,2.2,Tidur
U29466,2020-09-30 06:26:00,2020-05-31 15:48:00,3,400000,1553,1,5,5,3.4,Tidur
U29468,2020-12-08 08:42:00,2020-05-31 16:32:00,6,300000,1484,2,5,5,3.8,Tidur
U29469,2020-05-31 17:01:00,2020-05-31 17:01:00,1,50000,1675,1,3,2,1.95,Hilang
U29471,2023-06-18 21:50:00,2020-05-31 18:47:00,3,400000,562,4,5,5,4.6,Tidur
U29476,2020-06-01 10:02:00,2020-06-01 10:02:00,1,100000,1674,1,3,3,2.2,Tidur
U29477,2022-08-31 15:14:00,2020-06-01 10:05:00,4,500000,853,3,5,5,4.2,Tidur
U29478,2020-10-26 00:29:00,2020-10-26 00:29:00,1,25237,1527,1,3,2,1.95,Hilang
U29479,2023-03-04 14:10:00,2023-03-04 14:10:00,1,200000,668,4,3,4,3.65,Tidur
U29480,2020-06-01 13:00:00,2020-06-01 13:00:00,1,200000,1674,1,3,4,2.45,Tidur
U29482,2020-06-01 13:38:00,2020-06-01 13:38:00,1,400000,1674,1,3,5,2.7,Tidur
U29484,2022-10-07 10:46:00,2020-08-06 08:01:00,4,500000,816,3,5,5,4.2,Tidur
U29486,2020-08-13 16:09:00,2020-08-13 16:09:00,1,200000,1601,1,3,4,2.45,Tidur
U29487,2020-10-16 23:57:00,2020-06-01 23:24:00,2,35000,1537,1,4,2,2.3,Kategori Lain
U29489,2023-08-14 00:23:00,2020-06-02 00:07:00,2,350000,505,4,4,5,4.25,Tidur
U29492,2021-10-05 05:14:00,2020-06-14 08:41:00,13,1540000,1183,2,5,5,3.8,Tidur
U29493,2021-01-06 09:57:00,2021-01-06 09:57:00,1,50000,1455,2,3,2,2.35,Hilang
U29495,2024-01-11 13:15:00,2021-01-22 12:45:00,3,220000,355,5,5,4,4.75,Tidur
U29496,2020-06-02 17:37:00,2020-06-02 17:37:00,1,300000,1673,1,3,5,2.7,Tidur
U29498,2020-06-02 20:19:00,2020-06-02 20:16:00,2,500000,1673,1,4,5,3.05,Tidur
U29501,2020-06-03 15:54:00,2020-06-03 15:54:00,1,100000,1672,1,3,3,2.2,Tidur
U29502,2020-06-03 16:06:00,2020-06-03 16:00:00,3,300000,1672,1,5,5,3.4,Tidur
U29503,2020-06-03 18:51:00,2020-06-03 18:51:00,1,50000,1672,1,3,2,1.95,Hilang
U29505,2020-07-10 14:34:00,2020-06-03 21:28:00,2,56300,1635,1,4,3,2.55,Kategori Lain
U29506,2020-06-03 21:54:00,2020-06-03 21:54:00,1,40000,1672,1,3,2,1.95,Hilang
U29509,2020-06-04 21:02:00,2020-06-04 20:59:00,2,200000,1671,1,4,4,2.8,Tidur
U29510,2024-09-27 14:31:00,2020-06-29 09:33:00,27,4149000,95,5,5,5,5.0,Tidur
U29512,2024-05-24 23:20:00,2020-06-05 12:31:00,14,1050000,221,5,5,5,5.0,Tidur
U29517,2022-05-30 14:28:00,2022-05-30 14:28:00,1,50000,946,3,3,2,2.75,Hilang
U29518,2020-06-05 19:02:00,2020-06-05 19:02:00,1,50000,1670,1,3,2,1.95,Hilang
U29519,2020-06-05 19:36:00,2020-06-05 19:36:00,1,50000,1670,1,3,2,1.95,Hilang
U29520,2020-06-05 19:39:00,2020-06-05 19:39:00,1,10000,1670,1,3,1,1.7,Hilang
U29521,2020-06-05 19:40:00,2020-06-05 19:40:00,1,100000,1670,1,3,3,2.2,Tidur
U29522,2020-08-04 12:45:00,2020-06-05 19:44:00,144,13618345,1610,1,5,5,3.4,Tidur
U29523,2020-06-05 19:51:00,2020-06-05 19:51:00,1,50000,1670,1,3,2,1.95,Hilang
U29525,2020-06-05 19:57:00,2020-06-05 19:57:00,1,50000,1670,1,3,2,1.95,Hilang
U29526,2020-06-05 23:24:00,2020-06-05 23:24:00,1,10000,1670,1,3,1,1.7,Hilang
U29527,2020-09-21 20:41:00,2020-06-05 20:06:00,2,40000,1562,1,4,2,2.3,Kategori Lain
U29528,2020-06-05 20:12:00,2020-06-05 20:12:00,1,20000,1670,1,3,1,1.7,Hilang
U29529,2020-08-08 22:15:00,2020-08-08 22:15:00,1,10000,1606,1,3,1,1.7,Hilang
U29530,2020-06-05 20:24:00,2020-06-05 20:24:00,1,20000,1670,1,3,1,1.7,Hilang
U29531,2020-06-05 20:25:00,2020-06-05 20:25:00,1,20000,1670,1,3,1,1.7,Hilang
U29533,2020-06-05 20:31:00,2020-06-05 20:31:00,1,20000,1670,1,3,1,1.7,Hilang
U29534,2020-06-10 06:33:00,2020-06-05 20:48:00,2,20000,1665,1,4,1,2.05,Kategori Lain
U29535,2020-06-05 20:49:00,2020-06-05 20:49:00,1,50000,1670,1,3,2,1.95,Hilang
U29537,2020-06-05 21:11:00,2020-06-05 21:11:00,1,50000,1670,1,3,2,1.95,Hilang
U29538,2020-06-05 21:42:00,2020-06-05 21:42:00,1,20000,1670,1,3,1,1.7,Hilang
U29540,2020-06-05 21:53:00,2020-06-05 21:53:00,1,100000,1670,1,3,3,2.2,Tidur
U29541,2020-06-05 22:14:00,2020-06-05 22:14:00,1,150000,1670,1,3,4,2.45,Tidur
U29542,2020-06-05 22:17:00,2020-06-05 22:17:00,1,100000,1670,1,3,3,2.2,Tidur
U29544,2020-06-05 22:41:00,2020-06-05 22:41:00,1,10000,1670,1,3,1,1.7,Hilang
U29545,2020-06-05 22:46:00,2020-06-05 22:46:00,1,10000,1670,1,3,1,1.7,Hilang
U29546,2020-06-05 22:56:00,2020-06-05 22:56:00,1,10000,1670,1,3,1,1.7,Hilang
U29547,2020-06-06 11:02:00,2020-06-06 11:02:00,1,50000,1669,1,3,2,1.95,Hilang
U29548,2022-01-31 17:14:00,2020-06-05 23:04:00,5,119000,1065,3,5,4,3.95,Tidur
U29549,2020-06-05 23:12:00,2020-06-05 23:12:00,1,10000,1670,1,3,1,1.7,Hilang
U29550,2020-06-05 23:25:00,2020-06-05 23:25:00,1,50000,1670,1,3,2,1.95,Hilang
U29552,2021-11-30 14:13:00,2020-06-05 23:28:00,3,143144,1127,2,5,4,3.55,Tidur
U29554,2021-05-09 02:14:00,2021-05-09 02:14:00,1,20000,1332,2,3,1,2.1,Hilang
U29556,2020-06-06 04:25:00,2020-06-06 04:25:00,1,100000,1669,1,3,3,2.2,Tidur
U29557,2020-06-06 05:10:00,2020-06-06 05:10:00,1,20000,1669,1,3,1,1.7,Hilang
U29558,2020-06-06 05:08:00,2020-06-06 05:08:00,1,10000,1669,1,3,1,1.7,Hilang
U29559,2020-06-06 07:36:00,2020-06-06 07:36:00,1,10000,1669,1,3,1,1.7,Hilang
U29561,2020-06-06 08:56:00,2020-06-06 08:56:00,1,20000,1669,1,3,1,1.7,Hilang
U29562,2020-06-06 09:58:00,2020-06-06 09:58:00,1,10000,1669,1,3,1,1.7,Hilang
U29564,2020-06-06 10:51:00,2020-06-06 10:51:00,1,10000,1669,1,3,1,1.7,Hilang
U29565,2020-06-06 11:19:00,2020-06-06 11:19:00,1,50000,1669,1,3,2,1.95,Hilang
U29566,2020-06-06 11:20:00,2020-06-06 11:20:00,1,300000,1669,1,3,5,2.7,Tidur
U29569,2020-06-06 11:54:00,2020-06-06 11:54:00,1,30000,1669,1,3,2,1.95,Hilang
U29570,2020-06-06 11:55:00,2020-06-06 11:55:00,1,50000,1669,1,3,2,1.95,Hilang
U29571,2023-07-30 15:06:00,2020-06-06 11:55:00,4,140000,520,4,5,4,4.35,Tidur
U29572,2020-06-06 12:11:00,2020-06-06 12:11:00,1,50000,1669,1,3,2,1.95,Hilang
U29574,2020-06-06 12:31:00,2020-06-06 12:31:00,1,300000,1669,1,3,5,2.7,Tidur
U29575,2020-06-06 12:35:00,2020-06-06 12:35:00,1,10000,1669,1,3,1,1.7,Hilang
U29576,2021-07-07 14:14:00,2020-06-06 12:38:00,2,40000,1273,2,4,2,2.7,Kategori Lain
U29578,2020-06-06 12:43:00,2020-06-06 12:43:00,1,100000,1669,1,3,3,2.2,Tidur
U29580,2020-06-06 12:55:00,2020-06-06 12:55:00,1,25000,1669,1,3,2,1.95,Hilang
U29581,2021-05-07 10:19:00,2021-01-25 15:27:00,2,80000,1334,2,4,3,2.95,Kategori Lain
U29582,2021-09-02 05:33:00,2020-06-06 13:06:00,4,100000,1216,2,5,3,3.3,Tidur
U29584,2020-06-06 13:22:00,2020-06-06 13:22:00,1,100000,1669,1,3,3,2.2,Tidur
U29590,2021-05-07 10:55:00,2020-06-06 13:43:00,2,70000,1334,2,4,3,2.95,Kategori Lain
U29591,2020-06-06 14:00:00,2020-06-06 14:00:00,1,100000,1669,1,3,3,2.2,Tidur
U29592,2020-08-09 15:34:00,2020-06-06 14:25:00,3,200000,1605,1,5,4,3.15,Tidur
U29593,2022-04-24 04:13:00,2020-06-06 14:40:00,2,100000,982,3,4,3,3.35,Tidur
U29594,2020-06-06 14:45:00,2020-06-06 14:45:00,1,100000,1669,1,3,3,2.2,Tidur
U29596,2024-05-17 17:47:00,2020-06-06 14:48:00,5,85000,228,5,5,3,4.5,Kategori Lain
